ThetaPi_1,27.380603478930581
H2.H1_1,17.073566916653824
H1_1,14.015477258947552
Theta1Pi_1,13.122161718829121
H12_1,8.117323994271084
ThetaS_1,7.6522698781906726
DAF_1,7.5413211533897471
Theta1S_1,7.2100646716744716
TajD_1,6.5596935693427705
FuLiF_1,6.2699293575399695
Theta1L_1,5.8529358587234768
FuLiD_1,4.5272742876508048
DXPEHH_12,4.4122656024884748
FuLiF1_1,4.1078391100712608
TajD1_1,4.0899673135189927
DXPEHH_1,3.9815534155678676
FuLiD1_1,3.6718961664503893
FayWuH_1,3.6229274018402755
XPEHH_12,3.4812605621371353
FST_1,3.4727092385858782
SL1_1,3.0866253712529321
H2_1,3.0003192111868291
XPEHH_13,2.8220796055779243
ThetaL_1,2.800405060510248
SL0_1,2.2633156707752411
iHH0_1,1.8731998333501045
DDAF_1,1.8240234385267529
Theta1H_1,1.8117914830845225
Theta1Xi_1,1.7825016867099386
nSL_1,1.3802423112837674
iHS_1,1.3378394221919596
FayWuH1_1,1.0856739878001394
DnSL_1,0.78881125598467006
iHH1_1,0.76955945356887934
ZengE1_1,0.70308549247864838
MAF_1,0.53286512227525629
ZengE_1,0.36282739866091845
ZA_1,0.33529523961343721
ThetaXi_1,0.258604177175489
DiHH_1,0.17529570966007924
ThetaH_1,0.16284832995004639
